gene,mean_recurrence,meth_vs_exp_R_mean,meth_vs_exp_maxPvalue,age_vs_exp_R,age_vs_exp_Pvalue
COL4A4,0.4415369327591918,-0.1442353851723287,3.15160516542186e-29,-0.0511162993320589,1095.4713625989646
COL4A3,0.4415369327591918,-0.1442353851723287,3.15160516542186e-29,0.0015770768532446,6586.591169177959
WWC2,0.4412056972507452,-0.1567317627296156,2.4228681789955728e-37,0.0158264063647575,4530.918739625357
IGFBP3,0.4412056972507452,-0.0844661266146569,3.6899443067910526e-09,0.057393443206687,785.1765497996269
NEBL,0.4412056972507452,-0.3499620625827269,1.476019740792479e-252,-0.0453298476969553,1456.20280982253
ADCYAP1,0.4398807552169592,-0.1108536229920012,5.69889450125514e-22,0.1194353379758826,6.881196455233588
IHH,0.4398807552169592,-0.1863024728420278,2.771464983347084e-19,-0.1347781428469479,1.3908806231144613
UNC5C,0.4395495197085127,-0.2470665759657238,8.700953823881095e-121,-0.0476911424665,1299.835187410901
RUNDC3B,0.438666225019322,-0.1977649784085144,4.3560743634861335e-60,-0.0453123102631067,1457.4127538214696
GATA6,0.4373964889036105,-0.1697352696881314,1.4116266501524874e-35,0.0474863264547978,1312.8888016984406
UGGT2,0.4365684001324942,-0.1559917547961476,4.3565610518138487e-41,-0.0274830990246407,3075.482165708336
MMP2,0.4350778403444849,-0.0612090153845355,1000.6231519523394,-0.043713701453033,1570.7624897902415
HOXA10,0.4342497515733686,-0.1343100981565354,2.0403800897029257e-33,-0.1551580136846065,0.1262371354064812
AASS,0.4339185160649221,-0.2884510801961383,2.681745694075324e-167,0.1430078927452454,0.5484085008079042
BVES,0.4329248095395826,-0.3212481338505701,3.44581871248907e-210,-0.0749496511109947,269.4979388142148
PRR15,0.4325935740311361,-0.4611946852202914,0.0,0.0020836354741184,6511.049780363045
LY6H,0.4325935740311361,-0.1792878753435778,1.100961203449607e-61,0.0277867905361001,3041.4453541566554
ZNF697,0.4309373964889036,-0.1565575509574184,6.610108579031064e-43,-0.0750293412427748,268.0661886278264
CNTNAP2,0.4292812189466711,-0.0292888614298675,46.800044308636025,-0.0396529182126351,1886.4006301299771
TACR1,0.4291708071105222,-0.1765879573341681,7.825005242761943e-58,-0.0095675922593741,5409.610828473726
CHPF,0.427956276912885,-0.07918058683202,5.153971338982526e-10,0.065485079845962,492.0673166807176
RYR1,0.4274594236502153,-0.1224186746428078,6.938063255654798e-22,-0.0391110371356629,1931.5747616283863
SH3RF2,0.427293805895992,-0.2371932730736942,6.87394109170593e-111,0.002884195203324,6391.792752338289
SYT13,0.4263000993706525,-0.2086915047495831,8.733586435140137e-85,-0.0113280071322821,5157.332770816646
POU3F1,0.425968863862206,-0.1672322819277764,2.8164464134524954e-53,0.0608138771836238,647.8423811744399
MYOCD,0.4249751573368665,-0.1092121456534189,2.937798544441109e-21,-0.0405596538320528,1812.4291554665567
CLDN1,0.4236502153030805,-0.2454772102600085,3.659725107283361e-119,-0.0058253016874288,5955.872198739599
CPNE8,0.4229877442861874,-0.2139854008999658,2.213870390884661e-89,-0.1105995564952745,15.964526723754318
OSR1,0.4223252732692945,-0.1976542151085652,1.107535788109786e-75,0.0223937791219248,3676.8263100084887
PLEKHH2,0.4216628022524014,-0.2187263634752585,1.409788871963414e-93,-0.026397386993719,3198.9095541635324
CYP7B1,0.4216628022524014,-0.4103494965277281,0.0,0.0109837041205726,5206.395043476087
BICC1,0.4213315667439549,-0.1053303379081481,1.332755948586603e-19,-0.0071927876501006,5754.919434645117
RBM24,0.4213315667439549,-0.2289949995446188,5.178075180368106e-103,-0.0547396719265746,906.7011490042586
FSD1,0.4206690957270619,-0.2514835332450142,1.2497950487307616e-116,0.0841996241346194,141.0506208545237
RAET1G,0.4206690957270619,-0.2015788961755417,7.125545106827071e-79,0.040741314178526,1797.852330180333
DSCAML1,0.4190129181848294,-0.21048106717083,1.2596615571270798e-77,0.0623058054526819,594.2955075472953
PAX2,0.4189301093077178,-0.1530339292356065,4.209322401986256e-30,0.0621420425102652,599.9930741038643
FAM13C,0.4186816826763829,-0.1741368221318484,5.126039232782863e-58,-0.0488052445186991,1230.4967940383149
ALK,0.4183504471679364,-0.2229512045441444,3.1096969979730208e-84,-0.0733253852358723,300.1223703081303
GPR148,0.4176879761510434,-0.0291813973485743,55.12143733309125,-0.0232672134328112,3569.5989378204254
SIM2,0.4176879761510434,-0.1044851601112278,2.982085210441949e-19,-0.0860194404820144,123.31845281027655
ADAMTS1,0.4166942696257039,-0.1226776650252706,1.8676649343795987e-27,0.0137537528696383,4815.959136274769
TTC9B,0.4166942696257039,0.0047599771794215,5487.530423590695,0.0279261153951335,3025.902198575209
PLD5,0.4166942696257039,-0.2915031643420003,1.2317714993711054e-165,-0.0477211524171721,1297.9305910175285
TACC2,0.4161974163630341,0.3091042918144792,4.8225095612494154e-185,-0.0554653527531974,872.1106857131513
ISLR2,0.4160317986088109,0.0401358872852109,5222.07159800865,-0.056556467927412,822.0400714502769
NELL2,0.4158661808545876,-0.1793849207759117,2.314392961213139e-56,0.0453712160008806,1453.3515910099095
FAM83H,0.413547532295462,-0.408397943278834,3.0471000414764667e-239,-0.156051941396084,0.1127961428497082
C17orf102,0.4131169261344816,-0.189125816837506,1.1386149598039652e-36,0.045794708434332,1424.39443261207
HOXC13,0.412885061278569,-0.1316983719648763,1.1605173148594516e-30,-0.0385107479691745,1982.465606246883
SAMD12,0.4127194435243458,-0.1811307071794429,5.120047851833112e-63,-0.0460650659403935,1406.1277506350505
DNAH11,0.4117257369990063,-0.2974800179826796,1.954504812293772e-164,-0.0652288386530127,499.7351539728639
PLSCR4,0.4097383239483272,-0.1043151851911806,8.48009408832421e-19,0.0176447232528637,4286.542986420305
PACRG,0.4087446174229877,-0.1121855772210214,5.554828731694086e-19,-0.0060864960205864,5917.387949848986
SGSM1,0.4077509108976482,-0.1280764816981233,3.724514249072416e-30,0.1430132352495495,0.5480680886231655
PDLIM4,0.4065915866180855,-0.4620647917752964,0.0,-0.0320711464468004,2584.601817674574
DUOXA1,0.4060947333554157,-0.32071324876588,1.6279535592005284e-209,-0.0284213055857428,2971.0264785065046
RIMS1,0.4042177321408854,-0.1686766429264108,1.9979104470923332e-51,-0.0227665544536432,3630.8660480684566
AADAT,0.4041073203047367,-0.3878162330706564,1.622949323e-315,0.1081683506225501,19.923814387853877
ABCC8,0.4034448492878436,-0.1290677242053495,1.1481479053266203e-30,-0.0414944731037043,1738.279497494512
ST6GALNAC5,0.4032792315336204,-0.1412498725476019,3.928529503925301e-34,-0.046289296503165,1391.1069364266612
SPATA18,0.4014574362371646,-0.3406809443623632,1.1735757902698442e-230,-0.0203304143328416,3936.3681199487055
SP5,0.4012918184829414,-0.1316124569188141,2.005597044552167e-26,0.067023015534042,448.0425893336909
EML1,0.4011262007287181,-0.3358953298387841,3.036096057017282e-231,-0.0535715468142013,964.5953766832816
NRXN3,0.4011262007287181,-0.19601408081896,2.2614716262237896e-74,0.016259976880332,4472.144936559631
DLC1,0.4011262007287181,-0.2618096507794323,2.039899492639664e-136,-0.0840989776242173,142.09300320262622
MCOLN2,0.4005741415479739,-0.1141285457413959,7.309492378386879e-19,0.1672520025477372,0.026103474127972
CLDN3,0.4005189356298995,-0.2458484579833146,1.4311670136919719e-67,-0.0187891370016962,4135.692254014216
TSHZ2,0.4001324942033786,-0.0763090580437864,3.993429748657989e-09,0.0293612550563245,2868.45505130472
GSC,0.3981450811526996,-0.2273542878346467,1.7935769569416786e-101,0.1427295467161081,0.566422565625201
CDS1,0.3981450811526996,-0.3039766856328899,1.5259115376891126e-180,-0.0436788181607768,1573.3037585338031
NEUROD1,0.3979794633984763,-0.1660945471018592,2.794860523393668e-39,-0.0564436482695452,827.1108183648035
SYNE1,0.3976482278900298,-0.2369111406489443,1.2124664816045875e-100,-0.0140552674189785,4774.09129432344
HMGA2,0.396488903610467,-0.1789082075513428,2.1041676967140545e-61,0.0409236632692082,1783.301629398848
NRIP3,0.3961576681020205,-0.2252899936902291,1.4906449856379142e-99,0.05164406146413,1066.2658030885916
PRDM6,0.3948327260682345,0.1468244105828557,1.9694187395283344e-40,-0.039099199237529,1932.569729132676
PDE4D,0.3941702550513415,0.1469120350477783,1.7688007384577867e-40,0.1329935646427601,1.6904152328851807
PDE11A,0.3940046372971182,-0.14667933388952,3.142647328806126e-29,-0.0227432222640095,3633.734183052392
PPP2R2B,0.391652865187148,-0.2600204187220559,9.123171280759784e-101,0.2082479694595255,5.217280328992908e-05
HMCN1,0.3915203709837694,-0.0857337607378365,3.636233256717449e-12,-0.035564989422474,2245.154434343028
HIF3A,0.3911891354753229,-0.17441654740551,3.313032906737303e-58,-0.0550275672839037,892.8535126026961
PCLO,0.3911891354753229,-0.4059693721569334,0.0,-0.0233576649515587,3558.5868658786785
ALDH1A3,0.3888704869161974,-0.2409188039607574,1.0545027628330646e-92,0.0103429087978433,5298.0751974055065
SNCA,0.3875455448824114,-0.4226864144235812,0.0,0.1380697174428012,0.9645257535541708
KCNA1,0.3856685436678811,-0.1899260450275441,1.0873237609664306e-52,-0.0410112494588832,1776.34157866597
EDIL3,0.3848956608148393,-0.0966349411874412,4.096123429831272e-16,-0.0416541280549661,1725.8292854637918
HSPA12A,0.3848956608148393,-0.1451032149196001,1.964830845630129e-39,-0.0145198973852489,4709.834868369502
FAM47E,0.3845644253063928,-0.203512125538949,1.9399779477110114e-80,-0.0075946250233907,5696.138280366264
THEM4,0.3840675720437231,-0.4342653199133239,0.0,-0.0559636416648844,848.9584168581522
VCAN,0.3832394832726068,-0.0887510484441078,3.266564798022776e-13,0.0633075767553154,560.3845916909623
NTF3,0.3829082477641603,-0.1237841726826954,1.4486813406163343e-27,-0.0104092194657549,5288.566301233343
MAP6,0.3829082477641603,-0.2398822762868015,1.535838453848354e-113,-0.0102621730437897,5309.659250648049
SLC13A5,0.382080158993044,-0.1323860161296667,3.434653970084297e-24,0.0883718513168519,103.30381812397508
SH3BP4,0.382080158993044,-0.2376581178973718,2.938094833215819e-84,-0.0372658433364935,2090.851554707001
HSPA4L,0.3815833057303743,-0.0535932972541427,0.0032581487517007,0.0569156817500776,806.0566377446912
TOX2,0.3812520702219278,-0.1574046320014135,3.917685624639764e-07,0.0433849111644828,1594.8309072757772
JAM3,0.3812520702219278,-0.3946899298966564,0.0,-0.0931729912891467,71.10569418044834
CRYBA2,0.3804239814508115,-0.0343953772056771,4607.795493233078,-0.0736068573558883,294.614470271618
ROBO3,0.3802583636965883,-0.086213797011014,2.501403856029576e-12,0.0977482875013376,49.06034914928176
TMC7,0.3797615104339185,-0.1430510763215856,1.357054113259541e-33,-0.0187922263039489,4135.2882605922505
TMEM61,0.3795958926796953,-0.2071862745360447,1.5415350509876041e-83,-0.0207153518649161,3887.3007196831713
TPD52L1,0.3792646571712487,-0.2843529834558564,2.4544489052477753e-162,0.0729253361310572,308.0996977456025
TRIM58,0.3786021861543557,-0.4566996453995651,0.0,0.0535363908085235,966.3807195896652
NKX2-3,0.3784917743182069,0.0880937180547295,8.49557169379212e-06,0.0187395820169682,4142.175051852216
TTLL7,0.3782709506459092,-0.2002278133076541,9.03940990135437e-78,-0.0618212252121131,611.282195030411
SNAP25,0.378105332891686,-0.2548371076178828,2.4412528123921026e-119,-0.0131976814427556,4893.515112900047
PTPRB,0.3779397151374628,-0.1025634254561917,3.184275994769704e-17,0.0141308804753876,4763.612556434616
NINL,0.3779397151374627,-0.4265552378423061,0.0,-0.0085307567235902,5559.733631336372
PSD,0.3779397151374627,-0.0209510106962567,1982.6468715735784,-0.1699816764890708,0.0180005592374071
ELAVL3,0.3776084796290162,-0.0543060670266942,0.0022679190584336,-0.0591264607059569,712.9813191230867
CLDN10,0.377442861874793,-0.2154146464810643,1.1806297621498764e-81,-0.0224005861222372,3675.984459267744
MECOM,0.3770288174892348,-0.22074147488103,1.9667294614627094e-37,-0.0262015822393445,3221.456842742064
NLGN1,0.3769460086121232,-0.2502713898320148,4.258047334096142e-124,-0.0733954453332526,298.7433741971375
ASAH2B,0.3766147731036767,-0.0744576358982581,1.4335481628324493e-08,0.070597491214218,358.1378795477039
FBXO16,0.3762835375952302,-0.1880336323847322,3.580666768491368e-68,-0.0071800531409068,5756.78437516834
ESR1,0.3759523020867837,-0.2919099368809778,1.382107142540138e-171,-0.0943693704208923,64.62239087396233
FEZ1,0.3752898310698906,-0.1807254804795277,9.950805766587883e-63,0.1741617161410037,0.0100722601075757
ST8SIA2,0.3749585955614442,-0.1945401816130736,8.283970897516061e-67,-0.0762816033525902,246.40040653462376
PLA2G7,0.3745169482168489,-0.0008820560481487,7206.128254048014,0.0926996445520575,73.8262418783583
LGI2,0.3742961245445512,-0.0001716569893819,8302.974863449608,-0.1258239724009418,3.612520565242331
RNF207,0.3742961245445512,-0.2144991931779096,8.237157242673035e-90,0.1385994089653171,0.9086519073191552
UNC13A,0.3739648890361047,-0.0772079486393892,2.127008312952285e-09,-0.0058547695518036,5951.528179839347
LAMB1,0.3734128298553605,-0.1477959107157635,4.936191475095399e-30,-0.0350607467241319,2292.2803771531667
RASGRF1,0.372419123330021,-0.1462723273592097,7.437133079804963e-32,0.002821110128465,6401.183595247114
CXCL12,0.3723087114938721,-0.2942999986319072,6.905878818310772e-161,0.1301404701178926,2.2974617351419653
DKK2,0.3716462404769791,-0.0320635598788905,20.206627105443435,0.0003446413133515,6770.5404532555385
DPF3,0.3713150049685326,-0.1184028574474532,2.0599455253384302e-25,0.153575085057336,0.1538518037251036
HOXB4,0.3703212984431931,-0.3387366013181511,1.759235781757792e-235,0.0660966557264687,474.1545104217576
STC2,0.3693275919178536,-0.2135511673179952,5.302144513077393e-89,-0.02934362405704,2870.3597197785043
TTYH1,0.3686651209009606,-0.2365933660957211,2.654938340432763e-110,-0.0804377374885504,184.85035209720405
MT1DP,0.3680026498840675,-0.3239262817139801,5.142861157790684e-214,0.0831454007011703,152.30617184041554
NAV2,0.3678370321298443,-0.169449451167118,2.94145270304176e-49,0.1187585115306591,7.35432342884658
VDR,0.3653527658164955,-0.1908543196905458,2.461828094246812e-70,-0.0001273572404063,6802.983620531747
WNT7A,0.365021530308049,-0.2166213651965232,1.1375755463331889e-91,0.0935735503304193,68.87342431227881
PROM1,0.365021530308049,-0.3907249463070584,0.0,-0.0116205622033405,5115.757069854076
WNT5A,0.36303411725737,0.0295668936594376,43.12847749063545,-0.1040809537231937,28.63758594036672
FAM183A,0.3627028817489235,-0.0120918949877088,2123.660586914861,-0.0220081412946723,3724.6767028455806
ENTPD8,0.3627028817489235,-0.1471343608212962,1.2809411426681015e-40,0.0226806097082061,3641.436551353853
HCN4,0.361709175223584,-0.0747518813480297,1.1718752728647188e-08,0.0034218124964747,6311.817950079205
CYP39A1,0.3614441868168267,-0.1672295157840872,5.035705241055521e-21,0.0585838172151279,734.9982405969969
SLC25A27,0.3614441868168267,-0.1672295157840872,5.035705241055521e-21,0.0013731200603602,6617.02018059225
PCOLCE2,0.3608258805343933,-0.197583543579359,9.327808018781211e-71,-0.1497148582199025,0.2472203482155101
DOCK5,0.3607154686982444,-0.1725628937142372,6.525763801356238e-57,-0.1112971078959565,14.96941718365234
EFNA5,0.3607154686982444,-0.2839527657483442,7.444814523735679e-162,0.1135174913742905,12.167623853889308
SEMA6A,0.3605498509440212,-0.2748245561576988,7.166231687781877e-122,0.1157589638353063,9.834708968792391
EIF5A2,0.3603842331897979,-0.3385312912876745,3.5571459161208634e-235,0.0376128443473594,2060.253841059634
CDC42BPB,0.3593905266644584,-0.292240296957762,9.928937496372329e-166,-0.0546239995667864,912.311443340242
LIMCH1,0.3593905266644584,-0.1234290408249743,7.825271948962791e-28,-0.0537394935167978,956.101353550126
CYP24A1,0.3580655846306724,-0.1059689467999969,7.190532158231481e-20,-0.0218827650385277,3740.299639869343
VGLL3,0.3578999668764491,-0.0746677385622939,3.166482950066503,-0.0224290740752751,3672.462279350641
TOM1L1,0.3574031136137794,-0.6107998603788459,0.0,0.0503369900156768,1139.6947330890096
HAS2,0.3560781715799934,-0.0012398683502998,2627.4272371115267,-0.0377487340049699,2048.3528647777957
YBX2,0.3560781715799934,-0.275716588536391,4.102891777602127e-152,0.081336887246467,173.43477687512075
ESRP1,0.3537595230208678,-0.1658002078582239,2.59216592175724e-52,-0.0295483408055994,2848.2899444590003
C4orf19,0.3511096389532958,-0.2027525513431733,7.889066319531341e-80,-0.0435712739540227,1581.15677015635
KIF1A,0.3507784034448493,-0.2271248195376059,2.938089747513224e-101,-0.0028178614705526,6401.667224618402
ESYT3,0.3504471679364028,-0.2841166216180295,4.931204394065694e-162,-0.0706222206361445,357.5726548723621
CDKL2,0.3504471679364027,-0.4998735794725193,0.0,-0.0139579834126977,4787.585577204001
MPPED2,0.349950314673733,-0.2786638268611749,1.3311803470111874e-150,-0.0784968071895015,211.71619990401663
EMILIN3,0.3496742850833609,-0.2266187791434505,4.631186838169234e-95,0.0026527194236109,6426.2563029709645
PARM1,0.3489566081483934,-0.1536419384270637,2.0623577613924186e-44,-0.0619172360121678,607.8859501037792
PDGFRL,0.3487909903941703,0.0107349115857686,2604.502265660389,-0.0141924797081245,4755.08211848728
FGF4,0.3487081815170586,-0.1143722260811539,8.144327199662897e-20,-0.0415304896362194,1735.4654253303988
PPIC,0.348625372639947,-0.1265114130345443,3.768682898510199e-25,-0.0341139647556354,2382.4685787902085
KIF19,0.3484597548857237,-0.112840791167508,7.364690477240205e-23,0.1831657873220211,0.0027499608111063
TSLP,0.3480457105001656,-0.1053950389664004,1.0859795840978787e-46,0.0494710835664887,1190.387719594665
VAT1L,0.3477972838688307,-0.170728783600196,1.1874044059143698e-55,-0.0085474253940616,5557.311963222906
EPHA7,0.3477972838688307,-0.2675954677362039,7.8145658156737315e-143,-0.0473489327666884,1321.6990961257245
SLC7A4,0.3474660483603842,-0.3797573490248733,2.142008283203238e-301,-0.0572784178740517,790.1643956502439
MYADM,0.3474660483603842,-0.4862006422659029,0.0,-0.0627542367378509,578.9167035494011
KIF26A,0.3474660483603842,-0.145676640669089,9.126011409592644e-40,0.0017235705881988,6564.739748209779
ABCC3,0.3471348128519377,-0.1115034661645301,2.9243173913572884e-22,0.0204538867365338,3920.5975791969486
CCDC39,0.3470685657502484,-0.1352407067804615,4.986497802972473e-25,-0.1521139699203101,0.1843558486200151
PTPRK,0.3458098708181517,-0.1908900248991029,3.460038862707168e-65,-0.0975497790952138,49.87210798753036
ARL4A,0.3450811526995694,-0.1081597204999661,1.4776571735582494e-08,-0.1098560518905731,17.091452707013104
LRP12,0.3444849287843657,-0.3155336071239354,2.244126117926539e-202,-0.0702233238068383,366.7813466855993
HPCAL4,0.3443745169482168,-0.0780225722361363,0.7353016383651887,-0.1226725328496179,4.983148527814539
SLC26A10,0.3442861874792978,0.5000315167069119,0.0,-0.0098279939185822,5372.078089563691
FOXB1,0.3439880755216959,-0.0821638591917696,1.700355152076882e-10,-0.0638775136780972,541.8015769067229
PRR16,0.3426631334879099,-0.02089668627416,448.5021713832786,-0.050746718128896,1116.279865179259
HMX2,0.3423871038975378,-0.1058887769949192,4.124408743348822e-07,0.0004022371732543,6761.94094622455
SLC1A2,0.3422766920613889,-0.1304056130187258,1.1554999050977544e-20,-0.0630824947809406,567.8641264714463
EPB41L4A,0.3421662802252401,-0.18182135435142,4.683353052155904e-31,0.17877019390791,0.0052251314560757
TNFRSF11A,0.3418350447167936,-0.1885146088094705,1.5685494368772035e-68,-0.0696770812911351,379.71137029565415
CRYGN,0.3411725736999006,-0.1526956268720407,5.9357056985757e-44,-0.0707826403509014,353.9240925898676
WT1,0.3395163961576681,-0.1896676194718388,2.0198960640038118e-69,-0.0060654666615896,5920.48473139367
DST,0.3371977475985425,-0.1197313347032251,1.23253314494159e-22,-0.0135208267496195,4848.392452127958
ALDH1L2,0.3370321298443193,-0.1627016240657947,3.0496652334292218e-43,-0.0249074561289482,3372.6527890253838
SLC1A1,0.3365352765816495,-0.1268536189753547,1.5416569909263884e-29,-0.0236613226475707,3521.745871493723
SOX8,0.3365352765816495,-0.3080097989805124,3.102234352492934e-192,-0.0623886124394438,591.4311582471869
NRG3,0.3358728055647565,-0.2574076996152055,1.2092152688115284e-70,-0.0314878728967099,2644.194768981637
AP3B2,0.335789996687645,-0.3216819949252669,9.233808838327266e-179,-0.079618204987431,195.8131423654825
NDFIP2,0.3357071878105333,-0.0740322592691676,2.30541131478832e-05,0.1056176663845988,25.02153254380105
ALX3,0.33554157005631,-0.1644850764898389,1.9038911899557772e-51,0.0001320861693653,6802.277522303271
ROR1,0.3353207463840124,-0.107306656022741,1.2301262827451012e-18,0.0008548559253483,6694.36838053963
CACNA1H,0.3352103345478635,-0.0987703540587354,2.799446350091995e-06,0.0588686453342932,723.375714149041
TTPA,0.334216628022524,-0.1239230559119944,2.18184070807841e-24,0.1144428023314727,11.149040064432436
POU4F1,0.3332229214971845,-0.327887357475576,1.2927126334062628e-219,-0.0031217346782464,6356.4443735838495
HAS3,0.3318979794633985,-0.1757610789106889,3.675923315792518e-59,-0.0498646795891843,1167.14083704051
CDC42BPA,0.3317323617091752,-0.2386983872277879,1.3642184512594702e-108,-0.0306778151638728,2728.331597249625
ZNF354C,0.3310146847742077,-0.3942738596437373,3.981366158515526e-300,-0.0679121618533085,424.1038622220461
UCP1,0.3292480953958264,-0.1234468756381103,1.497952698702087e-11,-0.0638482038467167,542.7448821879574
PARD3,0.3289168598873799,-0.0410099931303646,0.8710640087258337,-0.1066218296422929,22.88793351757637
GALNTL6,0.3289168598873799,-0.1222275767861304,3.0471687375610644e-27,-0.0186335660265405,4156.059277173519
GCKR,0.3282543888704869,-0.0695235469617688,3.7602106278181706e-07,0.0085994729934327,5549.752021547644
YAP1,0.3275919178535939,-0.2633889747152584,1.3086791062798952e-46,-0.0270505405605005,3124.331521512556
PRTG,0.3272606823451474,-0.2172583850678065,2.878337312022949e-92,-0.0494969624292914,1188.8487230856767
DEPDC7,0.3269294468367009,-0.1923902384437121,1.5817559396369794e-71,-0.1021132346455958,33.95636265353602
CA8,0.3264325935740311,-0.2924267175719712,5.645796541867869e-153,-0.0114889363924889,5134.449751920406
LTBP4,0.3256045048029148,-0.0241539664446294,187.0241447187392,0.1629732210745873,0.0461919545184427
PAQR9,0.3256045048029148,-0.2200218590674972,1.0464352555484879e-91,0.1242768393503741,4.234392296467118
THBS1,0.3253560781715799,-0.2668125311383744,2.917744167151339e-49,0.1175444058450892,8.279005214302718
PHACTR3,0.3249420337860219,-0.085895523560365,3.214267299067661e-12,-0.0693339562644669,388.025599121315
ADAMTS9,0.3239483272606823,-0.1237439064537942,5.478635896403119e-28,-0.0067920737594806,5813.663452531649
CGNL1,0.3232858562437893,-0.1792870219431378,1.1207474410677412e-61,-0.0037903851691192,6257.052619433454
NXPH3,0.3229546207353428,-0.186374724605083,6.454349516103717e-67,0.0001931501184193,6793.159815963715
ABCB4,0.3226233852268963,-0.1378065098614238,2.6135202435787584e-35,-0.0318216026853017,2609.9960089845176
STAC2,0.3216296787015568,-0.1667567992663468,5.954542271628579e-53,-0.0379230492685472,2033.1537326473983
SDK1,0.3216296787015568,-0.3518865730781705,1.4800980284679294e-255,-0.1271447515936695,3.149983268513685
EDNRB,0.320470354421994,-0.3564802940149756,1.6013576864201997e-210,-0.0589607323545024,719.6493397197573
C10orf88,0.3203047366677707,-0.0596163577120469,0.0001373102544296,-0.1216938117937695,5.4983829108739775
C5orf52,0.3201391189135475,-0.1269978123489398,4.291330502026853e-25,0.0472201728425436,1329.9950085608093
SV2C,0.3199735011593242,0.0078044711766774,3870.4839710741257,-0.011016898172478,5201.658836530458
ZNF695,0.3179860881086452,-0.3195234301284473,7.315238175395685e-208,-0.0409951996984235,1777.6155696713229
ARFGAP3,0.3153362040410732,-0.1913972118399862,9.355243982489429e-71,-0.1051544632171657,26.0652664810778
KCNK5,0.3143424975157337,-0.4175333954123642,0.0,0.1318395449029715,1.9151936623703687
KLF5,0.3143424975157337,-0.2698682792586055,2.2961403158896695e-145,-0.0150228653263631,4640.642830700302
AHNAK2,0.3142320856795849,-0.1778493355246129,3.1647496975644026e-48,-0.03477888924557,2318.897274951308
GRID1,0.3135144087446174,-0.1691274170602385,1.3533455121148442e-52,-0.0300735508597837,2792.1274225428456
TPPP3,0.3130175554819476,-0.000582793960708,3.261990601460533e-17,-0.0096516053678996,5397.493913881227
NKX3-2,0.3130175554819476,-0.0265350228626255,1395.3112837259148,-0.0652806624338792,498.1765438708634
GSX2,0.3126863199735011,0.0692116620982189,4.056638523802718e-06,-0.0191365525630788,4090.3710313558327
OLFM2,0.3120238489566082,0.2028560057871039,6.346582784734243e-80,-0.135040679832492,1.3512652678208048
AFAP1L1,0.3116926134481617,-0.2021131798780729,2.2751865584872736e-77,-0.0563015703723721,833.531294888058
CYP2S1,0.3116926134481616,-0.1035998054317293,6.925131794460397e-19,-0.0032344177072936,6339.682741686563
MTX3,0.3113613779397151,-0.336485367471788,4.6113390591560575e-232,-0.0524802914299517,1021.2024367321744
RNF150,0.3113613779397151,-0.202135045779707,4.6794063316826384e-70,-0.1073558921597688,21.434341154207782
ART5,0.3103676714143756,-0.1238379136798814,4.924578453725568e-28,-0.0688416310896868,400.2186592824514
PROK2,0.3093739648890361,-0.145295112111028,1.5206274565675445e-39,-0.1067888375828661,22.549566936751365
ETV1,0.3092635530528873,-0.1687994998987531,2.77984811538674e-35,-0.031907015306054,2601.2870800854344
CNR1,0.3083802583636966,-0.1752513633176877,8.42769745169242e-59,-0.1403130828553211,0.7480276745612021
TMTC2,0.3077177873468035,-0.0581294393508129,0.0005526754697828,0.113984182462065,11.643675456206925
GOLGA7B,0.3070553163299105,-0.1222776811053058,6.876959711468806e-17,0.0067007320110099,5827.071076271844
PARD3B,0.3063928453130176,-0.1147036327529998,1.0588042245102456e-23,-0.0043413909552662,6175.288788656881
KCNJ12,0.306061609804571,-0.2589693165554209,2.5173196021793043e-133,-0.0270436345163866,3125.114937065793
GRIN2A,0.3055647565419013,-0.2923701125198982,6.783083432498988e-164,-0.0242378900258783,3452.34145641692
CELSR1,0.304736667770785,-0.263464213621377,7.942368892753992e-129,-0.0269425809216356,3136.590938756157
GDF10,0.304736667770785,-0.1950005220205034,1.4114076844558415e-73,-0.053013137504885,993.2537315116638
KCND3,0.3042398145081152,-0.087025207165483,5.37419368341493e-06,-0.0304251075415304,2754.904365653062
PDX1,0.304074196753892,-0.1712196046303368,5.5403996470848565e-56,0.0790109018302072,204.29324090807657
B3GAT2,0.304074196753892,-0.104075293754955,4.408608682234649e-19,0.1253677781651223,3.786437869590967
OSBPL1A,0.304074196753892,-0.0466512183736028,1337.1051215461168,-0.1777921477902397,0.0060145971256156
PCP4L1,0.303411725736999,-0.2286193581534405,1.1687716453307076e-102,-0.0797710381287609,193.72732123948865
HLF,0.3030804902285525,0.2557164108192135,7.836148585599792e-130,0.1133595375667841,12.349798665381138
TWIST1,0.3030804902285525,0.4838341649749097,0.0,-0.0292890633966677,2876.2585747306093
FBLN5,0.3030804902285525,-0.0477153156712903,0.0524405357812963,-0.0688426241897459,400.19374792789273
ITGA2,0.3029148724743292,-0.3168273630951193,1.0796459649696331e-116,-0.0592505635749801,708.0202216203784
PNMA2,0.3024180192116595,-0.1672945225301595,2.6317841698051234e-53,-0.0096178826435383,5402.356740656437
FCHSD1,0.3018880423981451,-0.5903863930801803,0.0,-0.0246653721548015,3401.3507159515807
NKAIN4,0.3015568068896986,-0.1774791028248703,8.485661998334962e-27,-0.0346535550237657,2330.796329945334
FLJ16779,0.3015568068896986,-0.1774791028248703,8.485661998334962e-27,-0.0111418444407627,5183.842895369505
SPSB4,0.3012034890140223,-0.2359690677046017,1.619864121511431e-105,-0.0347046578603673,2325.9399979891864
