gene,mean_recurrence,meth_vs_exp_R_mean,meth_vs_exp_maxPvalue,age_vs_exp_R,age_vs_exp_Pvalue
MT1F,0.0920834713481285,-0.0903968389907189,8.510628777560405e-14,0.0671057178017799,445.7700791140114
CAMK2D,0.091752235839682,-0.1310476349299846,1.7802774902245636e-19,0.0876676798576938,108.97216764928518
KCNQ4,0.0912001766589378,-0.110304203779382,6.236301800576654e-18,-0.0888574620967061,99.54735699702384
PBX4,0.0905929115601192,-0.1439404417500376,6.501990633372162e-38,0.1195709633487924,6.789838262067364
CBX8,0.0905929115601192,0.0420709028309791,3.0541150068546674,-0.1638077472107339,0.0413727603431195
SCD,0.0905377056420448,-0.1089522007000555,2.0588550914153007e-12,0.0813805105664736,172.89677200956788
DUSP5,0.0903168819697471,-0.1477467439324468,4.9147983139426096e-33,0.2058384454551307,7.810437763797696e-05
MMP17,0.0902947996025173,-0.2359851757761887,2.199321819468671e-79,-0.0553624791853828,876.9510270066776
SERHL2,0.0902616760516727,-0.1045795946824767,1.3317742049316212e-13,-0.1002965199420446,39.641939827069976
ALDH4A1,0.0900960582974494,-0.0958025133419514,8.521663778413197e-16,-0.0403823740771668,1826.7325817589208
ADM,0.0900960582974494,-0.1807146782962667,1.0132933625701662e-62,0.0798366844521179,192.83728157110056
ZCCHC10,0.0900960582974494,-0.0179755667309288,747.527972238536,-0.1818373581968901,0.0033441815379801
MAFA,0.0897648227890029,-0.0743907196923942,3.332544978817679e-08,-0.106369526254863,23.407870011109583
SGSH,0.0897648227890029,-0.1058851702705011,7.754218475721201e-20,0.0887863715649961,100.08965989515151
CCNO,0.0895992050347797,-0.1669037244992257,5.800120282673247e-47,-0.0193978956773437,4056.426829289719
C20orf194,0.0895439991167053,-0.3199090049297725,4.887513732026945e-193,-0.0133298761661756,4875.038320345674
WNT4,0.0894335872805564,-0.0424031965484194,0.5000222931067041,-0.2944325878034778,9.888275257529094e-13
TRIB2,0.0894335872805564,-0.1740238549221349,6.77686561282459e-39,0.0077102505896793,5679.249094896349
MAD2L1BP,0.0894335872805564,0.0210264733767338,391.7932987667848,-0.3673445688324799,1.0620518209922476e-21
KANK3,0.0894335872805564,-0.0233521208853641,227.8231677505315,0.1011681883010426,36.81495121804394
COBLL1,0.0894335872805564,-0.0753327700768369,7.854039829364951e-09,0.0255485697568495,3297.2802813940752
B4GALNT1,0.0892679695263332,-0.1063085597981153,2.462673993393472e-14,-0.0582036529775113,750.7403407034122
IER5,0.0892679695263332,-0.0339299994899705,53.5580696289075,0.130102487946162,2.3067702026196613
SLC45A3,0.0891023517721099,-0.0811776127674505,1.1878967811037016e-10,-0.1110820976599899,15.269923754229152
PTGER2,0.0887711162636634,-0.1377559781329103,2.759347380248219e-35,-0.1121295189349802,13.856324093426949
CCND2,0.0884398807552169,-0.2880763775529048,7.38569036268105e-167,0.132911810861265,1.70548842552976
ZNF599,0.0884398807552169,-0.3777638872726502,1.8058847552856013e-292,-0.130726744277781,2.158157528736786
SCO2,0.0884398807552169,-0.0903725573260907,721.9376791755458,-0.1175796981558992,8.250678468993677
CCDC42,0.0884398807552169,-0.0428860383432532,0.8449994605487715,0.1572210349838652,0.0972620519268967
TYMP,0.0884398807552169,-0.0903725573260907,721.9376791755458,-0.2376548862449115,2.547146026529352e-07
RGS9,0.0881086452467704,0.2322012916212256,4.679149200268944e-106,0.2122654551381899,2.63370886865814e-05
CREG2,0.0881086452467704,-0.1047919755374316,2.2232490649248217e-19,-0.1412179044449434,0.6744044707012343
FSCN1,0.0879982334106216,-0.1042534142899972,2.8843234974194506e-07,0.0121636253886786,5038.863949613308
LIN7C,0.0879982334106216,-0.034865270763416,288.27490579851184,-0.0919253134654421,78.47610940397422
FKBPL,0.0879761510433918,-0.0267906030632788,1385.742052380233,-0.1973421888492748,0.000311740284416
NEO1,0.0877774097383239,-0.1037680762826897,5.903690853495886e-19,-0.0358878586694761,2215.3109027647106
ZNF570,0.087578668433256,-0.6410810116306742,0.0,-0.0498286224611753,1169.256249179755
ZNF569,0.087578668433256,-0.6410810116306742,0.0,-0.0470652205815132,1340.0289311898468
SIAH1,0.0874461742298774,0.1249195115855316,1.4585838385074002e-28,0.0113369786824902,5156.056249944705
FERMT2,0.0874461742298774,-0.1635519872892491,7.833518119101914e-51,-0.1245994959704925,4.097028452206956
BTBD9,0.0868941150491332,-0.0739071897761726,0.007083343846923,-0.1454082917266031,0.4139888844968201
CYP2U1,0.0867837032129844,-0.1434342070220218,1.0984896885030227e-36,-0.0974219519637755,50.40117592599043
GAS2L1,0.0866512090096058,-0.1093154377962722,5.5438451096972204e-09,-0.0848060008760322,134.91017451567745
CACNA1C,0.0865628795406867,-0.0887740432434722,1.6391920843000527e-06,-0.0349484856204242,2302.858025249888
NR4A2,0.0864524677045379,-0.0470183231458893,11.91524047863628,0.1837075064850682,0.0025380577162312
SGK1,0.0862316440322402,-0.021843090804822,1127.1901512301654,0.0667458287251128,455.7287891666218
OXR1,0.0861212321960914,0.1172050835977768,7.443645114975731e-25,-0.1107173916075472,15.792292044893207
ARL6,0.0859556144418681,-0.1409630813465002,4.566541790546027e-30,-0.1004445679897989,39.14843126516668
FLNB,0.0858562437893342,-0.2058825397311769,2.7677651421395697e-13,-0.0425892894517844,1654.1489355074584
SLC2A4,0.0857899966876449,-0.0585221327417832,0.8476789538818612,0.0423213456392913,1674.4698897385683
ETV5,0.0856243789334216,-0.0940290559726153,0.0223782472016514,0.0266366555744689,3171.476026613455
ZNF544,0.0851275256707519,-0.4868521210651373,0.0,-0.0998896300841558,41.02724245375056
GNPDA2,0.0849067019984542,-0.28756498502506,2.892309045643464e-141,-0.0699872423577728,372.3238673658242
KBTBD8,0.0847962901623054,-0.1647668958423645,2.772141296696408e-51,0.0276201993883066,3060.089797065257
EFNA3,0.0847962901623054,-0.0468739547741948,0.076278374531271,-0.1685198608552425,0.0219809095067841
DGKQ,0.0847962901623054,-0.0755351319278321,0.0003409435820712,0.0392284245258036,1921.7271766753404
MFSD2A,0.0846858783261565,-0.1234339700036171,3.777230003079525e-23,0.1390656399652844,0.8620045925569358
UBE2E2,0.0844650546538589,-0.1889313208273861,7.539233005187317e-69,-0.0572990330321788,789.2686365315403
MNS1,0.0844650546538589,-0.2030735933342994,4.196472713386066e-80,-0.0459714177251613,1412.4357635691072
FERMT3,0.0841338191454123,-0.6255163565533166,0.0,-0.1486834953159354,0.2800728432720136
ZNF197,0.0841338191454123,-0.2548376258813956,6.748092898156001e-129,-0.1573239845675961,0.0959963164347277
LRRC56,0.0840234073092635,-0.186483526589481,1.4055311333785803e-32,-0.0181158829569679,4224.151428510359
DBNDD2,0.0839682013911891,-0.193361612414787,2.0301050785901767e-57,-0.0854363540942232,128.7751749900167
TRIM45,0.0838025836369658,-0.1350383108848852,8.294776593246451e-34,0.0298279146525143,2818.311868257975
ST7,0.0836369658827426,0.0656309056099789,777.3886944115409,0.129448975136774,2.472548532501797
MIXL1,0.0834713481285193,-0.1726136731544334,5.926167759973349e-57,-0.0570801841373569,798.818702006312
OTX1,0.0832505244562217,-0.0621998284158495,998.7172155279196,-0.0800836120862278,189.5208306673269
SPA17,0.0831401126200728,-0.1077610136490515,2.055927399604568e-15,-0.1107993225408127,15.673539855531994
HES6,0.0831401126200728,-0.0629395727321116,2.086161135897805e-05,0.0687889174973839,401.5427957352446
APBB1,0.0828751242133156,-0.2137771173368152,6.144218214568369e-79,0.0395899630233966,1891.6116979992244
MANEAL,0.0828088771116263,-0.0858312955673997,1.4088198059497583,0.0538797744416766,949.05066132421
SLFN5,0.0825249609615293,-0.0490636624573087,2993.83825787654,-0.0344897157498147,2346.409694204698
SAMD14,0.0824776416031798,-0.0930296752916535,9.385326834157283e-15,-0.0287517401044431,2934.729524623344
MED12L,0.0824776416031798,-0.2922710253529646,8.574541839872733e-144,0.0772614012185722,230.50447148947404
ZC3HAV1L,0.0824776416031798,-0.467669616183795,0.0,-0.0276145401099744,3060.724303873169
NRP2,0.0823120238489566,-0.0520088543301268,335.76619171400813,0.008698718865892,5535.343559521603
C15orf56,0.0821464060947333,-0.3580070449412003,2.5505106794947778e-254,0.0764609079479845,243.42358962689173
IGSF3,0.0821464060947333,-0.1387383968103568,8.004271968127569e-36,-0.0568543259308359,808.7693387779162
PDIA5,0.0821464060947333,-0.0255802090044064,130.0526676073737,-0.0330755912002716,2483.9301683893377
MMP25,0.0820359942585845,-0.0084445938384987,5798.681316094523,-0.2616578571259684,1.886222384636487e-09
C17orf64,0.0818151705862868,-0.2223294806892901,9.83860601539483e-94,-0.0697702197685471,377.4802758535072
FOXK2,0.0816826763829082,-0.0190010008945251,3586.3971343375592,-0.0539337065302573,946.350626532625
RHBDL1,0.0815943469139891,-0.1249675101231514,3539.513585032604,-0.1841709477818985,0.002369336712474
JMJD8,0.0815943469139891,-0.1249675101231514,3539.513585032604,-0.0153582882162185,4594.716534365627
STUB1,0.0815943469139891,-0.1249675101231514,3539.513585032604,-0.1679773127633512,0.0236624132829792
ANKRD28,0.0814839350778403,-0.0161596392310798,627.40493671916,-0.0915504009714917,80.81927895912875
RHBDL3,0.0814839350778403,-0.1355150495414984,4.588982979973036e-34,0.0193595412711185,4061.400391216593
IRAK2,0.081318317323617,-0.2663060494222597,2.2255996231265932e-131,0.0330994489208296,2481.5691384058014
DCP1B,0.0812631114055426,-0.2472340428107604,2.52395978154537e-106,-0.040805284590965,1792.7384756624942
ZNF286A,0.0811526995693938,-0.0981053573427069,1.1004231961136263e-16,-0.0362305478393485,2183.9185990728083
CHSY1,0.0808214640609473,-0.1244288582799462,2.5344959293155867e-28,-0.030312008885857,2766.8468555915724
F2R,0.0808214640609473,0.0916099691455425,3.0862370602589593e-14,0.164718476188991,0.03666244937436
FLT1,0.0804902285525008,-0.086644906185729,1.771677894988676e-12,0.1010016996688105,37.34044368567102
GOLGA8B,0.0804902285525008,-0.116632882943048,9.183880636336604e-23,0.1087448065888043,18.911577074739878
MYH10,0.080379816716352,-0.2358560299425707,1.5740085066297422e-97,0.0184734388367784,4177.069160513908
NANP,0.0802141989621287,-0.109128542091099,6829.97504733733,-0.1250178386230762,3.925088180671041
CPNE7,0.0801589930440543,-0.0646920361612422,7.432535759902611e-06,0.0366115582156186,2149.35834028445
ADRA2B,0.0801589930440543,-0.0265389440989978,100.92918361471628,0.1537074566475109,0.1513388184700188
ENC1,0.0800485812079054,0.0259091370977259,241.2643021395006,0.1171024175657713,8.641432989602876
SGPP1,0.0798277575356078,-0.0606803890764067,0.063556983504644,-0.0657783680934361,483.4091762188865
IRAK1BP1,0.0798277575356078,-0.2403046655546019,5.846720439029125e-114,-0.1036093254436187,29.838682103346077
RPL31,0.0798277575356078,-0.1659034979000249,4.8628033994971645e-52,0.0036361639113963,6279.9613171502015
TSPAN5,0.0796621397813845,-0.1098696548049741,4.251469165845321e-11,0.0370323891606942,2111.6052284115176
EFNA4,0.0793640278237827,-0.1032580465581389,7011.844433330224,-0.305951164990761,5.4462022261198546e-14
NHEJ1,0.0791652865187148,-0.1884711362769326,5.3446039825660806e-17,-0.0448572901905083,1489.058977222623
NFATC4,0.0791652865187148,-0.2114356938043037,3.717451781889184e-87,-0.0283614364042047,2977.630423322072
ZNF211,0.0791652865187148,-0.3726151601332149,3.2739604728151273e-289,-0.1620977856582894,0.0518213051890004
ATRNL1,0.0789996687644915,-0.2126169183457669,4.818381463606602e-86,0.022551278132796,3657.37246970036
ZNF549,0.078668433256045,-0.754270849275981,0.0,-0.0626742399131257,581.6363778154922
SERPINE2,0.078668433256045,-0.1482285250261646,1.4533498874918633e-17,-0.0336641398644683,2426.095160883191
BMP8A,0.0783371977475985,-0.1242381570870251,2.6650242921349315e-16,-0.0161812126793072,4482.7991469750605
PRSS27,0.0783371977475985,0.0173656568449828,0.2573724068246887,-0.1385435399296636,0.9143983234279414
VAC14,0.0781715799933753,-0.0743031067717383,5608.185361251116,-0.0974162098360518,50.42505969941731
CD8A,0.078005962239152,-0.0757367943000212,24.568713906234898,0.179601819652913,0.0046331218444312
SPOPL,0.0778403444849288,0.0450731313004272,3249.4464852186265,-0.0637518245702757,545.8561439750064
ABCC5,0.0778403444849287,-0.0308462784094562,525.7297668249447,-0.2479622077649987,3.300822437853765e-08
MGST3,0.0778403444849287,-0.0440038708945308,0.2602033606965196,-0.1538656028334357,0.1483876300098086
ZNF511,0.0778403444849287,-0.0272038884768938,237.7830353008601,-0.0536840716994589,958.8979793830327
DLL1,0.0776747267307055,-0.109133407291771,1.8543952763961306e-12,0.1017062886107352,35.16179512046731
SORL1,0.0776747267307055,0.1550451020816044,1.0496686791505056e-27,-0.2233332662283528,3.732443388239963e-06
TRIM47,0.0775091089764822,-0.0698468049801844,3.056516409323369e-07,-0.0731490799736917,303.61634275268443
DEXI,0.0775091089764822,-0.0902563554201817,0.023722546919593,-0.0838033112178503,145.19403103859668
MEX3B,0.0774263000993706,-0.1039058459541649,5.121408128618495e-15,-0.0395646716998527,1893.7079211637583
GEM,0.0771778734680357,-0.0353062248839593,6.982578624734943,0.0281459780025577,3001.46656784574
ZNF610,0.0771778734680357,-0.4622133788517933,0.0,-0.0751747359801605,265.4705645474007
GADD45GIP1,0.0771778734680357,-0.1074662715666463,2.0471863329930442e-20,-0.0342890876477928,2365.619459428113
KIAA0895,0.0770122557138125,0.0171803967564334,2139.5771090137446,-0.1297214260018518,2.4021277835923582
RFX8,0.0768466379595892,-0.3877637278668097,2.18277333e-315,0.0316480539412329,2627.7464184593346
SPHK1,0.0768466379595892,-0.0840442466222476,1.690062201677419e-07,-0.147194875435385,0.3348527678214887
RASGRP1,0.0767362261234404,0.0054910604295262,3838.070358400575,0.1615437984880242,0.0557156571551146
KLHL25,0.0767362261234404,-0.0871404865804321,1.1040231350209225e-06,0.1611822940054214,0.0584057904039949
TP73,0.0766100411678417,-0.0595816826952701,166.34897122477838,0.0502623638122229,1143.9987901118934
ZNF843,0.0761841669426962,-0.071464461824225,1.065879590084855e-07,-0.0550185691867715,893.2838244361433
CA2,0.0758529314342497,-0.0734713975544055,2.8011823718011184e-08,0.0505608912023453,1126.8541424602115
IKZF1,0.0758529314342497,-0.1036429636286091,6.647579657277703e-19,-0.1453063479014038,0.4189998436706449
GUF1,0.0758529314342497,0.0194801771539528,548.4944353030731,-0.0968769493015319,52.71372399423653
ARL6IP1,0.0758529314342497,-0.0113112848399605,2392.473441129527,-0.1822022105935652,0.0031696870593927
FAM83D,0.0757425195981009,-0.1513865149938088,7.496272692560499e-37,0.1285364511423253,2.722691246491756
SLMAP,0.0755216959258032,0.020286745743834,461.3471529160592,-0.1753186436589189,0.0085559159028763
DMAP1,0.0755216959258032,-0.0994133835927107,3.427370190415541e-17,-0.0983681426787601,46.60121295872461
RRP15,0.0755216959258032,-0.0346393766421005,8.750975568590787,-0.1083532318693026,19.59391745418977
SIX5,0.0754112840896544,-0.067777205565415,0.0564338241252307,0.0078862036614731,5653.569740763589
UAP1,0.0751904604173567,0.0530839148249715,0.0041834996532723,0.0876067298200488,109.47539405175004
XPNPEP1,0.0751904604173567,-0.0970129809551776,2.930772385429646e-16,0.0179380026372484,4247.660128328781
CCNE1,0.0750800485812079,-0.0412167864091988,486.3837041631007,0.1084098409548303,19.493905552478587
BCKDHB,0.0740311361377939,-0.091468710197062,3.950406518799972e-12,0.0763471183018949,245.3091552115997
KCNIP2,0.0739483272606823,-0.1248116945512236,6.462191930983209e-13,-0.0782862804138851,214.8219951472483
ZNF777,0.0738655183835707,-0.0733700057569816,2.9994159935109344e-08,0.1166446073628003,9.032201323477423
CTU1,0.0738655183835707,-0.0039048859207107,1260.059540625151,-0.2217441755426388,4.973004784860002e-06
SNX22,0.0738655183835707,0.0020824837258124,7097.724640775404,0.0119513483617279,5068.876098890014
IBTK,0.0736999006293474,-0.0052314558157792,8047.374148271546,-0.0621627988508908,599.2685050077159
NR3C2,0.0735342828751242,-0.0888824263292207,2.935685170864922e-13,0.0582014235963525,750.8334344515457
COL13A1,0.0735342828751242,-0.0300712244428317,1177.993454112315,0.0914091540088589,81.71799066727871
INTS8,0.0732030473666777,0.1010995006341748,6.17974332161672e-14,-0.33661281867153,1.2653460290563509e-17
SETBP1,0.0732030473666777,-0.2933865469511776,2.6906821624578304e-168,0.1959945120621941,0.0003861498658922
MORN2,0.0728718118582312,-0.0310192345296891,3239.9772038865253,-0.03916444297878,1927.0903424868145
KCNG3,0.0727061941040079,-0.0289594920415046,186.4318290140101,-0.0789731914545685,204.8300450142494
XYLT2,0.0725405763497847,-0.0229610812260165,250.24833311509465,-0.0874872279320604,110.46796705591716
DPY19L1,0.0722093408413382,0.0108420605860399,2604.654722616061,-0.0739979199306351,287.10377402899167
TRNP1,0.0722093408413381,-0.0508885652631635,0.0121110642598793,-0.0041625532829564,6201.81134048563
KIRREL2,0.0722093408413381,-0.0980905934516896,6.33121679945524e-14,-0.0849765801372858,133.22535136822975
RRS1,0.0722093408413381,-0.0725099396971999,5.351723366872282e-08,-0.0493789962972898,1195.8761207895682
CAPN10,0.0719609142100033,-0.0175458956733691,2310.215526267702,-0.030110155568187,2788.23782045241
DOLPP1,0.0718781053328916,-0.0254440508067574,470.9723268991984,-0.0988329277352632,44.83041946085056
VWCE,0.0715468698244451,-0.3759699642015694,1.7745868847755022e-185,0.2258791890361465,2.346195258085953e-06
RIC8B,0.0715468698244451,-0.1851871432895813,5.030795393659293e-66,-0.0595876824703049,694.6817834183574
SERINC3,0.0712156343159986,-0.0383435040729407,2.3867985611201177,-0.2063059787697694,7.225024500893894e-05
STARD4,0.0710500165617754,-0.2096243150898926,3.7572020703185456e-63,0.1597589441989892,0.070251230219883
JAM2,0.0710500165617754,-0.1908149724039828,2.707555012552654e-68,-0.0978263463566518,48.74439963103756
PLTP,0.0708843988075521,-0.3422434897029097,9.6888648811432e-241,0.0218779616170956,3740.898828596063
GPR176,0.0707187810533289,-0.039057471046244,330.7000507957553,0.0262945122288891,3210.744899540855
CDC42EP1,0.0705531632991056,-0.142141806125756,9.811358461979689e-38,0.0893300918895887,96.00725718403788
TMEM86A,0.0705531632991056,-0.0082781616933396,3645.239681844125,-0.0447087064422596,1499.4988041124475
IRF5,0.0703323396268079,-0.1244756628573751,8.838274296172652e-20,-0.1400049185281482,0.7747846016713459
TRAIP,0.0702219277906591,-0.0360468918479381,5.4139420980900725,0.0589736357251656,719.1284109039776
SORBS3,0.0702219277906591,0.0289030190772617,52.30381616653378,0.1230171762827417,4.812637087595008
ABTB2,0.0700563100364359,-0.0933138307337805,8.40741183586421e-05,-0.1260096000586058,3.5439029977662813
LRRFIP1,0.0698906922822126,-0.2477576136942905,1.6976187702011176e-121,-0.1611666671485361,0.0585248269324674
CYP51A1,0.0697250745279894,-0.1975380618162263,3.1719326022956087e-62,0.0361983526274482,2186.855450445932
GPD1L,0.0697250745279894,-0.1888401249973495,7.848854677421509e-68,0.0152144384100902,4614.390996187176
MRPL33,0.0697250745279894,-0.0343360199871012,1314.0671131845097,-0.2747697171293257,1.0370480528659187e-10
GRPEL1,0.0696698686099149,-0.0292495373631259,6067.651648113649,-0.0149113151073182,4655.955103037002
KCNH2,0.0695594567737661,-0.1787397526940879,2.7381904921459418e-61,0.0818482072534065,167.21866522405676
CYP2R1,0.0692282212653196,-0.3883911278865435,1.6724067e-316,-0.1294545797767613,2.471080686665175
PLS1,0.0692282212653196,-0.0525122064874927,0.4031388020649502,0.0002189369887918,6789.30949635195
SLC25A13,0.0690626035110963,-0.0661236653692394,0.0030090337947005,0.0314940264515644,2643.5617304372045
ACTN1,0.0688969857568731,-0.0786022933759597,7.830722822685526e-10,-0.1438285930607867,0.4983888133874773
MGLL,0.0685657502484266,-0.1681193218195527,7.112821851666747e-54,0.0304959694348368,2747.437523862377
ADAM11,0.0685657502484266,-0.1022544860437993,2.457331851292117e-18,-0.0012241293706551,6639.252710611882
BAIAP2,0.0685657502484266,-0.1627648235506005,2.5665782515708268e-50,-0.0790527810855655,203.6985079890585
PLD2,0.0684001324942033,-0.0236872976344555,180.36190025833545,0.0160334759192177,4502.810571500076
UNK,0.0684001324942033,-0.0416583781854659,7268.15541145564,0.0427244988384012,1643.960581744111
CDR2L,0.0684001324942033,-0.0557630603952288,0.1061056718544143,-0.0233126747052728,3564.062048213956
ARRDC2,0.0682345147399801,-0.0308467812536585,29.42954727974381,0.0924476210104036,75.31208588689324
CEP152,0.0682345147399801,0.0431380558930857,0.3713134506573506,0.0099173994271828,5359.208245494879
MYO15B,0.0682345147399801,0.0140672184164318,1540.1667376808375,-0.0170525624969645,4365.5110117701015
CR2,0.0680688969857568,-0.0861893890593192,0.0010037025530393,-0.1204070201081898,6.250967436297459
SEC22A,0.0680688969857568,-0.0443375152696947,348.3403560065169,-0.1886231581495324,0.0012127415631674
KCTD12,0.0678204703544219,-0.0968701034237785,4347.125444334521,-0.2693458134243801,3.510008120508818e-10
ZMYND11,0.0675720437230871,-0.1663825228363279,1.0598644452520006e-52,0.0588755271112672,723.096710646491
ZNF521,0.0674064259688638,-0.0859579617940365,5.408679900829069e-12,-0.0018397759945126,6547.409149775738
DNAJB14,0.0672408082146406,0.0018133058793903,7265.757615819269,-0.2079299455916232,5.5041880885509694e-05
SYNJ2,0.0670751904604173,-0.0974463843839233,5.884032462209364e-12,0.020970075706703,3854.9923730995374
KCTD3,0.0670751904604173,-0.1888896520052586,1.9311377902537428e-68,-0.1405638639640814,0.7268977813925829
EXOSC10,0.0670751904604173,-0.0794997390335775,14.73421028623027,0.0776030065656004,225.17209781697676
ERBB3,0.0669095727061941,-0.1121848151015498,1.4469705371836225e-22,-0.0278853287802396,3030.447680811632
HAAO,0.0665783371977476,-0.4557363260510398,0.0,-0.0240277820569344,3477.5497953457666
ZMYM2,0.0665783371977476,-0.0271221157685946,86.22374077095114,0.0100769517351884,5336.262166425676
QTRT1,0.0665783371977476,-0.1264729367819295,2.497758773634529e-29,0.0838304958144763,144.90647651398635
NEAT1,0.0665783371977476,-0.3529744779912671,3.891947518353044e-242,0.1322164219084951,1.8388816881321568
RNF24,0.0665783371977476,-0.0306438283559237,31.29664815146768,-0.1533969979732264,0.1572952511916678
FOXP4,0.0664127194435243,-5.046174086734741e-05,5727.990520184403,0.1185049413940658,7.539181626912066
FADS2,0.066247101689301,-0.2694601572368327,6.410585549359816e-145,-0.014224361177148,4750.6692793837465
ZHX2,0.066247101689301,-0.1483277089475961,2.528687771128123e-41,0.1483264778173676,0.2923784495958125
BATF3,0.066247101689301,-0.0632657808861798,1.7286424053183935e-05,0.082349024496814,161.31795015945744
RECK,0.066247101689301,-0.2091641023072515,3.231970152194999e-85,0.0376013766988061,2061.2602545206973
PRR19,0.066247101689301,-0.2010092478100845,2.0843974730264251e-78,-0.1498867897145431,0.2421120699876146
KCNH4,0.0660814839350778,-0.0825657778889836,2.4515897625872648e-06,-0.0502664663737682,1143.7618593470988
TMEM106B,0.0659158661808546,-0.0180157217085431,4294.525901098429,-0.1459544620473178,0.3880926947042671
IFT52,0.0659158661808545,-0.0491337192428018,0.0275156440687767,-0.1308006599031835,2.1411657327113054
NFATC1,0.0655183835707187,-0.1419014504712502,3.085811649741465e-05,0.1168703521447445,8.837525006370772
TMEM64,0.0654190129181848,-0.1435035822257823,3.0344906945345057e-26,-0.0775510286552598,225.97659855930448
EMILIN2,0.0652533951639615,-0.1308072850959437,1.4447398786738404e-31,-0.135826619848622,1.2389033636326494
TBC1D4,0.064922159655515,-0.1003968308460772,1.3744951969956726e-17,-0.0154100892483144,4587.639638764779
SRC,0.064922159655515,-0.0870281613403854,1.306358111888017e-12,0.1234335948297025,4.613836899751042
TCIRG1,0.064922159655515,-0.4537176972336414,0.0,-0.123655070405648,4.5112337194758325
FECH,0.064922159655515,-0.1135104058111317,3.681048133524481e-23,0.0792134336104004,201.43081947173656
NMRAL1,0.064922159655515,-0.1874051158614096,1.0744434261158182e-67,0.0117030569180775,5104.05260887142
EEF1DP3,0.0648117478193662,-0.0238901587887927,712.7958373452846,-0.0016755940572433,6571.895624505562
LRFN2,0.0645909241470685,-0.1459598459744856,6.241594017116478e-40,0.1418761735896522,0.6251928347972288
SEMA6B,0.0645909241470685,0.3512157784902855,1.651663542269107e-254,-0.0584825501229424,739.1658666365443
SCARNA17,0.0644253063928453,-0.0614168667924383,0.0001677870132627,,
ACAA2,0.0644253063928453,-0.0614168667924383,0.0001677870132627,-0.1022650662148993,33.51625623538319
JMJD1C,0.064259688638622,-0.0527294016254541,0.0049821809668576,-0.0542391754033539,931.1690612051076
CBR4,0.064259688638622,-0.0844969724219668,0.8333142716652314,-0.2977665960760266,4.330175971342281e-13
ANKRD9,0.0640940708843988,-0.0925302881422016,0.1544306539368407,0.1025159209167931,32.80038754756524
BOC,0.0639284531301755,-0.1598256532756805,2.3982227009533784e-47,-0.0165037304727445,4439.238167183866
ZNF77,0.0639284531301755,-0.1563584845419579,3.256730539401757e-46,-0.0044684914403288,6156.448490968128
SCOC,0.063597217621729,-0.1143397298016672,1.550457083695525e-23,-0.0712565314929008,343.3270852364211
MRPS21,0.063597217621729,-0.3814992852708964,2.052827001931793e-304,-0.0667257896580929,456.28863313866384
CELSR2,0.0632659821132825,-0.1052135007595679,1.49143720049749e-19,0.0591577361752232,711.7284715129963
SLC29A2,0.0632659821132825,-0.1036805885631292,6.4146146803282e-19,0.0301055761840261,2788.7242477784616
EXPH5,0.0632659821132825,-0.0853268296101424,5.001066096220025e-12,0.0065527916473899,5848.799585422924
DLG5,0.0632659821132825,-0.1916485543949908,5.9714743514383036e-71,0.16562325705246,0.0324930261500147
BCAS4,0.062934746604836,-0.0536412335550664,2677.048036286608,-0.022656282765446,3644.431382043929
LRPPRC,0.062934746604836,-0.009626276605179,3047.2248970359424,-0.0645172701478083,521.5410719473751
PUS7,0.0628684995031467,-0.0003310515067073,1067.854434056086,0.0167949766929967,4400.050182404307
PRKAR2A,0.0626863199735011,-0.0449465535043148,345.4579303828778,-0.2612542712884581,2.0572112912315672e-09
EIF2B5,0.062272275587943,0.0184190287600533,683.5912114750389,0.0017753744968218,6557.013503770052
ANO10,0.062272275587943,-0.0370767525720937,2.5828556423504843,-0.2397002869640542,1.7107801218754366e-07
ZNF555,0.062272275587943,-0.2113597998398288,1.7279450965717107e-70,-0.1566346468332191,0.1047799094977054
ANKDD1A,0.062272275587943,-0.0365967620288849,4.463175518741662,0.1334612656717592,1.6065538357503748
TSPAN9,0.062272275587943,-0.1216501449343192,5.763609426936861e-27,-0.1404006014345112,0.740588835861782
MBOAT1,0.0621066578337197,-0.03570477866392,5.239323665928627,-0.1587925607053351,0.0795631147488284
HSBP1,0.0621066578337197,-0.0505879424559557,0.1120928833891384,-0.3581179997299851,1.982944237432405e-20
SLC25A30,0.0621066578337197,-0.1533956809335207,8.81088674954789e-33,-0.0181537342473017,4219.156314585095
SCRIB,0.0620514519156453,-0.1087034824770513,1.8148404337938985e-17,0.0721546058228327,323.9721459270595
LMAN2,0.0619410400794965,-0.0022882485563966,4845.104822195748,-0.2294126940055608,1.2203932424065945e-06
JMY,0.0619410400794965,-0.1105581302798996,7.686808442157438e-22,0.1655965858052225,0.0326091703001028
NVL,0.0619410400794965,0.0602326537199379,9.756620976840444e-05,-0.0234710136217068,3544.8118325966934
TMED3,0.0617754223252732,-0.3251747466474193,1.4246759879973754e-193,-0.0765587589138515,241.81201834496528
CFL1,0.06160980457105,-0.0525450403781619,7345.103580855436,-0.2108637926750229,3.348229408427339e-05
IL12A,0.0615269956939383,-0.0363101169821839,36.18959720613763,0.0660590779300106,475.2395218207018
HJURP,0.0612785690626035,0.0594299151407936,5.971363511652341,0.02674047864941,3159.6128588101224
C3orf52,0.0612785690626035,-0.1627490185783728,2.628307749816784e-50,0.0246561098913506,3402.451281863286
